443,818869,1420,0,608,664.699180080734,51179,91345.56288432654,210678,2,608178,67575.37523905437,101012.01183374935,204767,2,614435,102405.90572357178,112153.65123179754,211308,13,0,12.211967384705867,1420,392.6470588235294,562.4354342029482,316333.61764705885,1,1,1,1,0,414.52941176470586,608.0,64240,65535,0,0,0,0,0,Benign
443,84,0,0,0,0,84,0,84,84,84,84.16175842285156,0,84,84,0,0,0,0,0,0,23763.762039660058,31,15.5,21.920310216782973,480.5,1,0,1,1,0,35.5,0,501,-1,0,0,0,0,0,Benign
443,917712,1420,0,608,664.699180080734,61181,98032.15742463162,303305,2,624333,78041.672706604,118515.4267666878,303323,137,614408,102401.29629770915,85075.48159731156,204929,138,0,9.806993464816395,1420,356.125,527.7347660836202,278503.98333333334,1,1,1,1,0,378.125,608.0,64240,65535,0,0,0,0,0,Benign
443,18,0,0,0,0,18,0,18,18,18,17.642974853515625,0,18,18,0,0,0,0,0,0,113359.56756756757,31,15.5,21.920310216782973,480.5,1,0,1,1,0,35.5,0,501,-1,0,0,0,0,0,Benign
443,10087997,73,0,36.5,51.61879502661797,2521999,4998737.122137029,10019952,14,10087997,5043998.599052429,7133057.228067904,10087832,165,10019952,10019951.820373535,0,10019952,10019952,0,0.29738311193857025,73,14.6,32.64659247149693,1065.8,1,0,1,1,0,46.6,36.5,1360,272,0.06786608695983887,10.019951820373535,0,10.019951820373535,10.019951820373535,Benign
443,10899906,73,0,36.5,51.61879502661797,2724976,5283561.893089689,10648325,23,10899906,5449952.840805054,7707281.907982758,10899824,82,10648325,10648324.966430664,0,10648325,10648325,0,0.27523173939582635,73,14.6,32.64659247149693,1065.8,1,0,1,1,0,46.6,36.5,501,269,0.2514760494232178,10.648324966430664,0,10.648324966430664,10.648324966430664,Benign
443,821478,1408,0,696,661.8173464030691,30425,73281.39724070286,285567,2,821478,51342.38302707672,90397.90302725804,285778,7,702136,70213.62781524658,115412.5821074091,292453,4,0,20.694403675023487,1408,302.85714285714283,523.2258002958552,273765.23809523805,1,1,1,1,0,335.85714285714283,696.0,64240,26847,0,0,0,0,0,Benign
443,201962,0,0,0,0,100981,142797.73743976007,201954,8,201962,201961.75575256348,0,201962,201962,0,0,0,0,0,0,9.902864988212572,0,0,0.0,0,0,0,0,1,0,32.0,0.0,501,114,0,0,0,0,0,Benign
443,819838,1408,0,675.6363636363636,676.9029875436025,30364,73010.27818672548,204411,1,819838,51239.87793922424,90028.5141159876,204443,3,614522,61452.24571228027,98795.90008500185,205022,3,0,20.735802713274104,1408,306.7142857142857,526.4998228794227,277202.0634920635,1,1,1,1,0,339.2857142857143,675.6363636363636,64240,26847,0,0,0,0,0,Benign
443,120928,0,0,0,0,60464,85485.94707246423,120912,16,120928,120927.81066894531,0,120928,120928,0,0,0,0,0,0,16.53879276352108,0,0,0.0,0,0,0,0,1,0,32.0,0.0,501,114,0,0,0,0,0,Benign
443,15207159,73,0,32.25,37.88029390945464,2534527,4251032.260292465,10234421,3,15207156,7603578.209877014,3802883.672917104,10292623,4914533,15148969,5049656.311670939,5118543.122922407,10234421,10,0,0.19727550324222826,73,18.428571428571427,31.85308537047938,1014.6190476190475,1,0,1,1,0,50.42857142857143,32.25,501,261,0.058190345764160156,10.234421014785767,0,10.234421014785767,10.234421014785767,Benign
443,24,0,0,0,0,24,0,24,24,0,0,0,0,0,0,0,0,0,0,0,41120.62745098039,0,0,0.0,0,0,1,0,1,0,30.0,0.0,65535,0,0,0,0,0,0,Benign
